evidence,matched_node,paper_id,ppr,rank,reviewer,status,title
"In terms of the number and diversity of papers reviewed, the coverage is insufficient. For each type of adversarial attack, only 12 representative works are selected for illustration, omitting a large body of relevant literature. Below are some recently published papers that were overlooked:
[1] Zhang et al., “Exploring the transferability of visual prompting for multimodal large language models.”
[2] Lu et al., “Set-level guidance attack: boosting adversarial transferability of vision-language pre-training models.”
[3] Wang et al., “Attention! Your Vision Language Model Could Be Maliciously Manipulated”
[4] Niu et al. “Jailbreaking attack against multimodal large language model”
[5] Jeong et al. “Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy”
[6] Zhao et al. “On evaluating adversarial robust- ness of large vision-language models”
[7] Wang et al. “White-box multimodal jailbreaks against large vision-language models”
[8] Sima et al. “VisCRA: A Visual Chain Reasoning Attack for Jailbreaking Multimodal Large Language Models”",,64,,,BnGez2WCdv,not_in_pool_after_cutoff,Attention! Your Vision Language Model Could Be Maliciously Manipulated
"In terms of the number and diversity of papers reviewed, the coverage is insufficient. For each type of adversarial attack, only 12 representative works are selected for illustration, omitting a large body of relevant literature. Below are some recently published papers that were overlooked:
[1] Zhang et al., “Exploring the transferability of visual prompting for multimodal large language models.”
[2] Lu et al., “Set-level guidance attack: boosting adversarial transferability of vision-language pre-training models.”
[3] Wang et al., “Attention! Your Vision Language Model Could Be Maliciously Manipulated”
[4] Niu et al. “Jailbreaking attack against multimodal large language model”
[5] Jeong et al. “Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy”
[6] Zhao et al. “On evaluating adversarial robust- ness of large vision-language models”
[7] Wang et al. “White-box multimodal jailbreaks against large vision-language models”
[8] Sima et al. “VisCRA: A Visual Chain Reasoning Attack for Jailbreaking Multimodal Large Language Models”",,64,,,BnGez2WCdv,not_in_pool_after_cutoff,Jailbreaking attack against multimodal large language model
"In terms of the number and diversity of papers reviewed, the coverage is insufficient. For each type of adversarial attack, only 12 representative works are selected for illustration, omitting a large body of relevant literature. Below are some recently published papers that were overlooked:
[1] Zhang et al., “Exploring the transferability of visual prompting for multimodal large language models.”
[2] Lu et al., “Set-level guidance attack: boosting adversarial transferability of vision-language pre-training models.”
[3] Wang et al., “Attention! Your Vision Language Model Could Be Maliciously Manipulated”
[4] Niu et al. “Jailbreaking attack against multimodal large language model”
[5] Jeong et al. “Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy”
[6] Zhao et al. “On evaluating adversarial robust- ness of large vision-language models”
[7] Wang et al. “White-box multimodal jailbreaks against large vision-language models”
[8] Sima et al. “VisCRA: A Visual Chain Reasoning Attack for Jailbreaking Multimodal Large Language Models”",,64,,,BnGez2WCdv,already_cited,Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy
"In terms of the number and diversity of papers reviewed, the coverage is insufficient. For each type of adversarial attack, only 12 representative works are selected for illustration, omitting a large body of relevant literature. Below are some recently published papers that were overlooked:
[1] Zhang et al., “Exploring the transferability of visual prompting for multimodal large language models.”
[2] Lu et al., “Set-level guidance attack: boosting adversarial transferability of vision-language pre-training models.”
[3] Wang et al., “Attention! Your Vision Language Model Could Be Maliciously Manipulated”
[4] Niu et al. “Jailbreaking attack against multimodal large language model”
[5] Jeong et al. “Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy”
[6] Zhao et al. “On evaluating adversarial robust- ness of large vision-language models”
[7] Wang et al. “White-box multimodal jailbreaks against large vision-language models”
[8] Sima et al. “VisCRA: A Visual Chain Reasoning Attack for Jailbreaking Multimodal Large Language Models”",,64,,,BnGez2WCdv,not_in_pool_after_cutoff,On evaluating adversarial robust- ness of large vision-language models
"In terms of the number and diversity of papers reviewed, the coverage is insufficient. For each type of adversarial attack, only 12 representative works are selected for illustration, omitting a large body of relevant literature. Below are some recently published papers that were overlooked:
[1] Zhang et al., “Exploring the transferability of visual prompting for multimodal large language models.”
[2] Lu et al., “Set-level guidance attack: boosting adversarial transferability of vision-language pre-training models.”
[3] Wang et al., “Attention! Your Vision Language Model Could Be Maliciously Manipulated”
[4] Niu et al. “Jailbreaking attack against multimodal large language model”
[5] Jeong et al. “Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy”
[6] Zhao et al. “On evaluating adversarial robust- ness of large vision-language models”
[7] Wang et al. “White-box multimodal jailbreaks against large vision-language models”
[8] Sima et al. “VisCRA: A Visual Chain Reasoning Attack for Jailbreaking Multimodal Large Language Models”",W4403791397,64,0.0,149,BnGez2WCdv,pool_candidate,White-box multimodal jailbreaks against large vision-language models
"In terms of the number and diversity of papers reviewed, the coverage is insufficient. For each type of adversarial attack, only 12 representative works are selected for illustration, omitting a large body of relevant literature. Below are some recently published papers that were overlooked:
[1] Zhang et al., “Exploring the transferability of visual prompting for multimodal large language models.”
[2] Lu et al., “Set-level guidance attack: boosting adversarial transferability of vision-language pre-training models.”
[3] Wang et al., “Attention! Your Vision Language Model Could Be Maliciously Manipulated”
[4] Niu et al. “Jailbreaking attack against multimodal large language model”
[5] Jeong et al. “Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy”
[6] Zhao et al. “On evaluating adversarial robust- ness of large vision-language models”
[7] Wang et al. “White-box multimodal jailbreaks against large vision-language models”
[8] Sima et al. “VisCRA: A Visual Chain Reasoning Attack for Jailbreaking Multimodal Large Language Models”",,64,,,BnGez2WCdv,not_in_pool_after_cutoff,VisCRA: A Visual Chain Reasoning Attack for Jailbreaking Multimodal Large Language Models
"Original Request: Cite Anthropic's *Sleeper Agents*, OpenAI Preparedness Framework",,66,,,Z5GGwSGjVk,not_in_pool_after_cutoff,Anthropic's Sleeper Agents
"Original Request: Cite Anthropic's *Sleeper Agents*, OpenAI Preparedness Framework",,66,,,Z5GGwSGjVk,not_in_pool_after_cutoff,OpenAI Preparedness Framework
"RLHF is cited as (Ouyang et al., 2022), which is the InstructGPT application paper. The foundational RLHF work should also cite Christiano et al. (2017) ""Deep Reinforcement Learning from Human Preferences.""",,66,,,jib1b6GIKc,already_cited,Deep Reinforcement Learning from Human Preferences
"When discussing RLAIF and DPO, the citations point to surveys rather than original work. Please add citations to the original Constitutional AI paper (Bai et al., 2022) and the original DPO paper (Rafailov et al., 2023).",,66,,,jib1b6GIKc,not_in_pool_after_cutoff,"Constitutional AI (Bai et al., 2022)"
"When discussing RLAIF and DPO, the citations point to surveys rather than original work. Please add citations to the original Constitutional AI paper (Bai et al., 2022) and the original DPO paper (Rafailov et al., 2023).",,66,,,jib1b6GIKc,not_in_pool_after_cutoff,"DPO (Rafailov et al., 2023)"
"REINFORCE is presented in Section 2.7 without citation. Please cite Williams (1992) ""Simple statistical gradient-following algorithms for connectionist reinforcement learning.""",,66,,,jib1b6GIKc,already_cited,Simple statistical gradient-following algorithms for connectionist reinforcement learning
[Audiocite.net: A Large Spoken Read Dataset in French - 2024_Felice_audiocite.pdf](https://hal.science/hal-04533994/document) would be a dataset that I think had not been mentioned?,,67,,,Be1P1OjCbe,already_cited,Audiocite.net: A Large Spoken Read Dataset in French
"For instance, the Majaj & Hong et al. 2015 primate microelectrode recording dataset is widely used in vision research but not listed anywhere.",,67,,,ZLSmkalovv,not_in_pool_after_cutoff,Majaj & Hong et al. 2015 primate microelectrode recording dataset
"Table 1 is missing several language datasets, even though they are cited elsewhere in text. E.g. Pereira et al. 2018, Fedorenko et al. 2016, Blank et al. 2014, Tuckute et al. 2024",,67,,,ZLSmkalovv,not_in_pool_after_cutoff,Pereira et al. 2018
"Table 1 is missing several language datasets, even though they are cited elsewhere in text. E.g. Pereira et al. 2018, Fedorenko et al. 2016, Blank et al. 2014, Tuckute et al. 2024",,67,,,ZLSmkalovv,not_in_pool_after_cutoff,Fedorenko et al. 2016
"Table 1 is missing several language datasets, even though they are cited elsewhere in text. E.g. Pereira et al. 2018, Fedorenko et al. 2016, Blank et al. 2014, Tuckute et al. 2024",,67,,,ZLSmkalovv,not_in_pool_after_cutoff,Blank et al. 2014
"Table 1 is missing several language datasets, even though they are cited elsewhere in text. E.g. Pereira et al. 2018, Fedorenko et al. 2016, Blank et al. 2014, Tuckute et al. 2024",,67,,,ZLSmkalovv,not_in_pool_after_cutoff,Tuckute et al. 2024
"Notable models such as APPNP, GPRGNN, BernNet, ChebNetII, JacobiNet, PolyGCL, ArnoldiGCL, LORA, and related studies—several of which also incorporate contrastive learning—are missing.",,68,,,GQppRE7wBo,not_in_pool_after_cutoff,APPNP
"Notable models such as APPNP, GPRGNN, BernNet, ChebNetII, JacobiNet, PolyGCL, ArnoldiGCL, LORA, and related studies—several of which also incorporate contrastive learning—are missing.",,68,,,GQppRE7wBo,not_in_pool_after_cutoff,GPRGNN
"Notable models such as APPNP, GPRGNN, BernNet, ChebNetII, JacobiNet, PolyGCL, ArnoldiGCL, LORA, and related studies—several of which also incorporate contrastive learning—are missing.",,68,,,GQppRE7wBo,not_in_pool_after_cutoff,BernNet
"Notable models such as APPNP, GPRGNN, BernNet, ChebNetII, JacobiNet, PolyGCL, ArnoldiGCL, LORA, and related studies—several of which also incorporate contrastive learning—are missing.",,68,,,GQppRE7wBo,not_in_pool_after_cutoff,ChebNetII
"Notable models such as APPNP, GPRGNN, BernNet, ChebNetII, JacobiNet, PolyGCL, ArnoldiGCL, LORA, and related studies—several of which also incorporate contrastive learning—are missing.",,68,,,GQppRE7wBo,not_in_pool_after_cutoff,JacobiNet
"Notable models such as APPNP, GPRGNN, BernNet, ChebNetII, JacobiNet, PolyGCL, ArnoldiGCL, LORA, and related studies—several of which also incorporate contrastive learning—are missing.",,68,,,GQppRE7wBo,not_in_pool_after_cutoff,PolyGCL
"Notable models such as APPNP, GPRGNN, BernNet, ChebNetII, JacobiNet, PolyGCL, ArnoldiGCL, LORA, and related studies—several of which also incorporate contrastive learning—are missing.",,68,,,GQppRE7wBo,not_in_pool_after_cutoff,ArnoldiGCL
"Notable models such as APPNP, GPRGNN, BernNet, ChebNetII, JacobiNet, PolyGCL, ArnoldiGCL, LORA, and related studies—several of which also incorporate contrastive learning—are missing.",,68,,,GQppRE7wBo,not_in_pool_after_cutoff,LORA
"the paper omits important work in Graph Federated Learning, including the ICLR 2025 paper “Subgraph Federated Learning for Local Generalization.”",,68,,,GQppRE7wBo,already_cited,Subgraph Federated Learning for Local Generalization
"I also hope the authors would include some of these recent papers and update the section on continuous-time dynamic graphs. Some recent work include [2],[3],[4],[5]. In particular, [3] is one of the first work to design methods for signed continuous time dynamic graphs and should be included in the survey.",,69,,,4BOxffK7yJ,not_in_pool_after_cutoff,Neighborhood-aware Scalable Temporal Network Representation Learning
"I also hope the authors would include some of these recent papers and update the section on continuous-time dynamic graphs. Some recent work include [2],[3],[4],[5]. In particular, [3] is one of the first work to design methods for signed continuous time dynamic graphs and should be included in the survey.",,69,,,4BOxffK7yJ,not_in_pool_after_cutoff,Signed Link Representation in Continuous-Time Dynamic Signed Networks
"I also hope the authors would include some of these recent papers and update the section on continuous-time dynamic graphs. Some recent work include [2],[3],[4],[5]. In particular, [3] is one of the first work to design methods for signed continuous time dynamic graphs and should be included in the survey.",,69,,,4BOxffK7yJ,already_cited,Neural Temporal Walks: Motif-Aware Representation Learning on Continuous-Time Dynamic Graphs
"I also hope the authors would include some of these recent papers and update the section on continuous-time dynamic graphs. Some recent work include [2],[3],[4],[5]. In particular, [3] is one of the first work to design methods for signed continuous time dynamic graphs and should be included in the survey.",,69,,,4BOxffK7yJ,not_in_pool_after_cutoff,Provably expressive temporal graph networks
"Since one of the criteria for selecting GNN models in this paper is that they are relatively new, I would recommend mentioning other models, such as DimeNet [1]?",,69,,,CI0mZOEQhw,not_in_pool_after_cutoff,DimeNet
Add reference to HAN.,,69,,,CI0mZOEQhw,not_in_pool_after_cutoff,HAN
"Over-smoothing is a technical term with special meaning in the context of GNNs, so a reference should be provided, e.g., [2].",,69,,,CI0mZOEQhw,not_in_pool_after_cutoff,[2] https://ojs.aaai.org/index.php/AAAI/article/view/11604
"Upon checking some of the papers on the first page of references, I found several works cited as their arxiv versions, which where already published at conferences:
* Agarwal, Akshat, et al. 'Community Regularization of Visually-Grounded Dialog.' *Proceedings of the 18th International Conference on Autonomous Agents and MultiAgent Systems*. 2019.
* Agarwal, Akshat, et al. 'Learning Transferable Cooperative Behavior in Multi-Agent Teams.' *Proceedings of the 19th International Conference on Autonomous Agents and MultiAgent Systems*. 2020.
* Agashe, Saaket, et al. 'LLM-Coordination: Evaluating and Analyzing Multi-agent Coordination Abilities in Large Language Models.' *Findings of the Association for Computational Linguistics: NAACL 2025*. 2025.
* Andreas, Jacob, et al. 'Measuring Compositionality in Representation Learning.' *International Conference on Learning Representations*. Vol. 375. Association for Computational Linguistics, 2019.",,70,,,ayypbMD5SJ,not_in_pool_after_cutoff,"Agarwal, Akshat, et al. 'Community Regularization of Visually-Grounded Dialog.' *Proceedings of the 18th International Conference on Autonomous Agents and MultiAgent Systems*. 2019."
"Upon checking some of the papers on the first page of references, I found several works cited as their arxiv versions, which where already published at conferences:
* Agarwal, Akshat, et al. 'Community Regularization of Visually-Grounded Dialog.' *Proceedings of the 18th International Conference on Autonomous Agents and MultiAgent Systems*. 2019.
* Agarwal, Akshat, et al. 'Learning Transferable Cooperative Behavior in Multi-Agent Teams.' *Proceedings of the 19th International Conference on Autonomous Agents and MultiAgent Systems*. 2020.
* Agashe, Saaket, et al. 'LLM-Coordination: Evaluating and Analyzing Multi-agent Coordination Abilities in Large Language Models.' *Findings of the Association for Computational Linguistics: NAACL 2025*. 2025.
* Andreas, Jacob, et al. 'Measuring Compositionality in Representation Learning.' *International Conference on Learning Representations*. Vol. 375. Association for Computational Linguistics, 2019.",,70,,,ayypbMD5SJ,not_in_pool_after_cutoff,"Agarwal, Akshat, et al. 'Learning Transferable Cooperative Behavior in Multi-Agent Teams.' *Proceedings of the 19th International Conference on Autonomous Agents and MultiAgent Systems*. 2020."
"Upon checking some of the papers on the first page of references, I found several works cited as their arxiv versions, which where already published at conferences:
* Agarwal, Akshat, et al. 'Community Regularization of Visually-Grounded Dialog.' *Proceedings of the 18th International Conference on Autonomous Agents and MultiAgent Systems*. 2019.
* Agarwal, Akshat, et al. 'Learning Transferable Cooperative Behavior in Multi-Agent Teams.' *Proceedings of the 19th International Conference on Autonomous Agents and MultiAgent Systems*. 2020.
* Agashe, Saaket, et al. 'LLM-Coordination: Evaluating and Analyzing Multi-agent Coordination Abilities in Large Language Models.' *Findings of the Association for Computational Linguistics: NAACL 2025*. 2025.
* Andreas, Jacob, et al. 'Measuring Compositionality in Representation Learning.' *International Conference on Learning Representations*. Vol. 375. Association for Computational Linguistics, 2019.",,70,,,ayypbMD5SJ,not_in_pool_after_cutoff,"Agashe, Saaket, et al. 'LLM-Coordination: Evaluating and Analyzing Multi-agent Coordination Abilities in Large Language Models.' *Findings of the Association for Computational Linguistics: NAACL 2025*. 2025."
"Upon checking some of the papers on the first page of references, I found several works cited as their arxiv versions, which where already published at conferences:
* Agarwal, Akshat, et al. 'Community Regularization of Visually-Grounded Dialog.' *Proceedings of the 18th International Conference on Autonomous Agents and MultiAgent Systems*. 2019.
* Agarwal, Akshat, et al. 'Learning Transferable Cooperative Behavior in Multi-Agent Teams.' *Proceedings of the 19th International Conference on Autonomous Agents and MultiAgent Systems*. 2020.
* Agashe, Saaket, et al. 'LLM-Coordination: Evaluating and Analyzing Multi-agent Coordination Abilities in Large Language Models.' *Findings of the Association for Computational Linguistics: NAACL 2025*. 2025.
* Andreas, Jacob, et al. 'Measuring Compositionality in Representation Learning.' *International Conference on Learning Representations*. Vol. 375. Association for Computational Linguistics, 2019.",,70,,,ayypbMD5SJ,not_in_pool_after_cutoff,"Andreas, Jacob, et al. 'Measuring Compositionality in Representation Learning.' *International Conference on Learning Representations*. Vol. 375. Association for Computational Linguistics, 2019."
"There is also more work on joint-distribution fidelity, e.g. (Improved) Precision and Recall, Density and Coverage, or Alpha-Precision and Recall. These are more modern and well-cited, and I think they are valuable to capture high-dimensional data quality.",,74,,,cnPfSIkoQV,not_in_pool_after_cutoff,"Alaa, A. M., van Breugel, B., Saveliev, E., & van der Schaar, M. (2022). How Faithful Is Your Synthetic Data? Sample-Level Metrics for Evaluating and Auditing Generative Models. International Conference on Machine Learning (ICML), 290–306."
"There is also more work on joint-distribution fidelity, e.g. (Improved) Precision and Recall, Density and Coverage, or Alpha-Precision and Recall. These are more modern and well-cited, and I think they are valuable to capture high-dimensional data quality.",,74,,,cnPfSIkoQV,not_in_pool_after_cutoff,"Gulrajani, I., Raffel, C., & Metz, L. (2019). Towards GAN Benchmarks Which Require Generalization. 7th International Conference on Learning Representations, ICLR 2019."
"There is also more work on joint-distribution fidelity, e.g. (Improved) Precision and Recall, Density and Coverage, or Alpha-Precision and Recall. These are more modern and well-cited, and I think they are valuable to capture high-dimensional data quality.",,74,,,cnPfSIkoQV,not_in_pool_after_cutoff,"Kynkäänniemi, T., Karras, T., Laine, S., Lehtinen, J., & Aila, T. (2019). Improved Precision and Recall Metric for Assessing Generative Models. Advances in Neural Information Processing Systems, 32."
"There is also more work on joint-distribution fidelity, e.g. (Improved) Precision and Recall, Density and Coverage, or Alpha-Precision and Recall. These are more modern and well-cited, and I think they are valuable to capture high-dimensional data quality.",,74,,,cnPfSIkoQV,not_in_pool_after_cutoff,"Naeem, M. F., Oh, S. J., Uh, Y., Choi, Y., & Yoo, J. (2020). Reliable Fidelity and Diversity Metrics for Generative Models. In H. D. III & A. Singh (Eds.), Proceedings of the 37th International Conference on Machine Learning (Vol. 119, pp. 7176–7185). PMLR."
"There is also more work on joint-distribution fidelity, e.g. (Improved) Precision and Recall, Density and Coverage, or Alpha-Precision and Recall. These are more modern and well-cited, and I think they are valuable to capture high-dimensional data quality.",,74,,,cnPfSIkoQV,not_in_pool_after_cutoff,"Sajjadi, M. S. M., Bachem, O., Lucic, M., Bousquet, O., & Gelly, S. (2018). Assessing Generative Models via Precision and Recall. In S. Bengio, H. Wallach, H. Larochelle, K. Grauman, N. Cesa-Bianchi, & R. Garnett (Eds.), Advances in Neural Information Processing Systems (Vol. 31)."
"They mention on p.12 some related work, but there are much more related surveys, e.g. (Jordon et al, 2022), (Savage et al, 2023) or (Van Breugel et al, 2024).",,74,,,cnPfSIkoQV,not_in_pool_after_cutoff,"Jordon, J., Szpruch, L., Houssiau, F., Bottarelli, M., Cherubin, G., Maple, C., Cohen, S. N., & Weller, A. (2022). Synthetic Data—What, why and how? (No. arXiv: 2205.03257)."
"They mention on p.12 some related work, but there are much more related surveys, e.g. (Jordon et al, 2022), (Savage et al, 2023) or (Van Breugel et al, 2024).",,74,,,cnPfSIkoQV,not_in_pool_after_cutoff,"Savage, N. (2023). Synthetic data could be better than real data. Nature."
"They mention on p.12 some related work, but there are much more related surveys, e.g. (Jordon et al, 2022), (Savage et al, 2023) or (Van Breugel et al, 2024).",,74,,,cnPfSIkoQV,not_in_pool_after_cutoff,"van Breugel, B., Liu, T., Oglic, D., & van der Schaar, M. (2024). Synthetic data in biomedicine via generative artificial intelligence. Nature Reviews Bioengineering, 2(12), 991-1004."
"The definition of utility in the paper (predictive performance) is narrow. Synthetic data could be used for many other purposes than machine learning. For example, Rosenblatt et al. (2023) and Perez et al. (2024) evaluate whether statistical inferences can be reproduced from synthetic data. These should be mentioned.",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,Rosenblatt et al. (2023) - Epistemic Parity: Reproducibility as an Evaluation Metric for Differential Privacy
"The definition of utility in the paper (predictive performance) is narrow. Synthetic data could be used for many other purposes than machine learning. For example, Rosenblatt et al. (2023) and Perez et al. (2024) evaluate whether statistical inferences can be reproduced from synthetic data. These should be mentioned.",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,Perez et al. (2024) - Does Differentially Private Synthetic Data Lead to Synthetic Discoveries?
"The focus on deep models is limiting. ... there are several very good non-deep tabular data generators, especially with differential privacy, that are hidden by this focus. Examples include ARF (Watson et al. 2023), Synthpop (Nowok et al. 2016) and AIM (McKenna et al. 2022).",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,ARF (Watson et al. 2023) - Adversarial Random Forests for Density Estimation and Generative Modeling
"The focus on deep models is limiting. ... there are several very good non-deep tabular data generators, especially with differential privacy, that are hidden by this focus. Examples include ARF (Watson et al. 2023), Synthpop (Nowok et al. 2016) and AIM (McKenna et al. 2022).",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,Synthpop (Nowok et al. 2016) - synthpop: Bespoke Creation of Synthetic Data in R
"The focus on deep models is limiting. ... there are several very good non-deep tabular data generators, especially with differential privacy, that are hidden by this focus. Examples include ARF (Watson et al. 2023), Synthpop (Nowok et al. 2016) and AIM (McKenna et al. 2022).",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,AIM (McKenna et al. 2022) - AIM: an Adaptive and Iterative Mechanism for Differentially Private Synthetic Data
"In-scope methods or evaluation metrics that should be included:
- TPR at low FPR (Carlini et al. 2022) should be mentioned as a MIA evaluation metric.
- There is a line of work on synthetic data fidelity and diversity metrics that is not discussed. See Salvy et al. (2025) and the metrics they compare with. The original papers focus on image data, but these metrics can be used with tabular data, and have been used by for example Kotelnikov et al. (2023).
- TabPFNv2 (Hollman et al. 2025) can generate synthetic tabular data.
- GEM (Liu et al. 2021), DP-MERF (Harder et al. 2021) and derivatives of DP-MERF (Yang et al. 2024 and their references) are differentially private deep generative models.",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,Carlini et al. (2022) - Membership Inference Attacks From First Principles
"In-scope methods or evaluation metrics that should be included:
- TPR at low FPR (Carlini et al. 2022) should be mentioned as a MIA evaluation metric.
- There is a line of work on synthetic data fidelity and diversity metrics that is not discussed. See Salvy et al. (2025) and the metrics they compare with. The original papers focus on image data, but these metrics can be used with tabular data, and have been used by for example Kotelnikov et al. (2023).
- TabPFNv2 (Hollman et al. 2025) can generate synthetic tabular data.
- GEM (Liu et al. 2021), DP-MERF (Harder et al. 2021) and derivatives of DP-MERF (Yang et al. 2024 and their references) are differentially private deep generative models.",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,Salvy et al. (2025) - Enhanced Generative Model Evaluation with Clipped Density and Coverage
"In-scope methods or evaluation metrics that should be included:
- TPR at low FPR (Carlini et al. 2022) should be mentioned as a MIA evaluation metric.
- There is a line of work on synthetic data fidelity and diversity metrics that is not discussed. See Salvy et al. (2025) and the metrics they compare with. The original papers focus on image data, but these metrics can be used with tabular data, and have been used by for example Kotelnikov et al. (2023).
- TabPFNv2 (Hollman et al. 2025) can generate synthetic tabular data.
- GEM (Liu et al. 2021), DP-MERF (Harder et al. 2021) and derivatives of DP-MERF (Yang et al. 2024 and their references) are differentially private deep generative models.",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,Kotelnikov et al. (2023) (use of fidelity metrics)
"In-scope methods or evaluation metrics that should be included:
- TPR at low FPR (Carlini et al. 2022) should be mentioned as a MIA evaluation metric.
- There is a line of work on synthetic data fidelity and diversity metrics that is not discussed. See Salvy et al. (2025) and the metrics they compare with. The original papers focus on image data, but these metrics can be used with tabular data, and have been used by for example Kotelnikov et al. (2023).
- TabPFNv2 (Hollman et al. 2025) can generate synthetic tabular data.
- GEM (Liu et al. 2021), DP-MERF (Harder et al. 2021) and derivatives of DP-MERF (Yang et al. 2024 and their references) are differentially private deep generative models.",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,N. Hollman et al. (2025) - Accurate predictions on small data with a tabular foundation model
"In-scope methods or evaluation metrics that should be included:
- TPR at low FPR (Carlini et al. 2022) should be mentioned as a MIA evaluation metric.
- There is a line of work on synthetic data fidelity and diversity metrics that is not discussed. See Salvy et al. (2025) and the metrics they compare with. The original papers focus on image data, but these metrics can be used with tabular data, and have been used by for example Kotelnikov et al. (2023).
- TabPFNv2 (Hollman et al. 2025) can generate synthetic tabular data.
- GEM (Liu et al. 2021), DP-MERF (Harder et al. 2021) and derivatives of DP-MERF (Yang et al. 2024 and their references) are differentially private deep generative models.",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,T. Liu et al. (2021) - Iterative Methods for Private Synthetic Data: Unifying Framework and New Methods
"In-scope methods or evaluation metrics that should be included:
- TPR at low FPR (Carlini et al. 2022) should be mentioned as a MIA evaluation metric.
- There is a line of work on synthetic data fidelity and diversity metrics that is not discussed. See Salvy et al. (2025) and the metrics they compare with. The original papers focus on image data, but these metrics can be used with tabular data, and have been used by for example Kotelnikov et al. (2023).
- TabPFNv2 (Hollman et al. 2025) can generate synthetic tabular data.
- GEM (Liu et al. 2021), DP-MERF (Harder et al. 2021) and derivatives of DP-MERF (Yang et al. 2024 and their references) are differentially private deep generative models.",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,Harder et al. (2021) - DP-MERF: Differentially Private Mean Embeddings with Random Features for Practical Privacy-preserving Data Generation
"In-scope methods or evaluation metrics that should be included:
- TPR at low FPR (Carlini et al. 2022) should be mentioned as a MIA evaluation metric.
- There is a line of work on synthetic data fidelity and diversity metrics that is not discussed. See Salvy et al. (2025) and the metrics they compare with. The original papers focus on image data, but these metrics can be used with tabular data, and have been used by for example Kotelnikov et al. (2023).
- TabPFNv2 (Hollman et al. 2025) can generate synthetic tabular data.
- GEM (Liu et al. 2021), DP-MERF (Harder et al. 2021) and derivatives of DP-MERF (Yang et al. 2024 and their references) are differentially private deep generative models.",,74,,,UiWJxkNim3,not_in_pool_after_cutoff,Yang et al. (2024) - Differentially Private Neural Tangent Kernels (DP-NTK) for Privacy-Preserving Data Generation and their references
Add missing papers (e.g. AtmoRep),,76,,,eh1pjsCIE1,not_in_pool_after_cutoff,AtmoRep
"When discussing the PSRO and ongoing-training-based series of algorithms, some relevant references have not been mentioned: [1] transferred knowledge from previous iterations to the current iteration to accelerate the convergence, [2,3] used pre-trained policies to accelerate the learning process of PSRO.",,77,,,6VjQoAKCQT,already_cited,Iterative Empirical Game Solving via Single Policy Best Response
"When discussing the PSRO and ongoing-training-based series of algorithms, some relevant references have not been mentioned: [1] transferred knowledge from previous iterations to the current iteration to accelerate the convergence, [2,3] used pre-trained policies to accelerate the learning process of PSRO.",,77,,,6VjQoAKCQT,not_in_pool_after_cutoff,Grasper: A Generalist Pursuer for Pursuit-Evasion Problems
"When discussing the PSRO and ongoing-training-based series of algorithms, some relevant references have not been mentioned: [1] transferred knowledge from previous iterations to the current iteration to accelerate the convergence, [2,3] used pre-trained policies to accelerate the learning process of PSRO.",,77,,,6VjQoAKCQT,not_in_pool_after_cutoff,Solving Large-Scale Pursuit-Evasion Games Using Pre-Trained Strategies
Cui et. al “K-level Reasoning for Zero-Shot Coordination in Hanabi” and earlier papers where Jakob Foerster has been involved,,77,,,BzlKTeCQAT,already_cited,K-level Reasoning for Zero-Shot Coordination in Hanabi
"The following is an award-winning work on safety alignment that may be worth including: Qi et al., Safety Alignment Should Be Made More Than Just a Few Tokens Deep, ICLR 2025.",,81,,,6a8IvoDPmA,not_in_pool_after_cutoff,"Qi et al., Safety Alignment Should Be Made More Than Just a Few Tokens Deep, ICLR 2025"
"But there's a paper from 2017 about running SMOTE on the GPU (Gutiérrez et al. 2017, 'SMOTE-GPU: Big Data preprocessing on commodity hardware for imbalanced classification'",,82,,,76V1xB9f25,not_in_pool_after_cutoff,"Gutiérrez et al. 2017, 'SMOTE-GPU: Big Data preprocessing on commodity hardware for imbalanced classification'"
"Furthermore, the paper fails to cite or discuss foundational benchmarks like DomainBed [2], WILDS [3], or Uncertainty Baselines [4]. These resources are essential for practitioners seeking to evaluate and select methods for their own problems.",,85,,,AjejQULjNP,not_in_pool_after_cutoff,"An Empirical Study of Pre-trained Model Selection for Out-of-Distribution Generalization and Calibration, TMLR2025"
