review_source,file,evaluator,source_set,topic,prompt,weakness_index,severity,judgment,is_correct,taxonomy_id,taxonomy_category,issue,location,rationale,evidence
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_arise.json,cc,sgen_surveys,multilingual_nature_language_processing,arise,1,moderate,valid,True,12,Writing clarity and presentation,"Abstract is extremely long (300+ words) and reads more as an executive summary than a focused research statement, obscuring the survey's specific goals and scope.","Abstract (lines 42-44): 'This research surveys the landscape of cross-lingual and multilingual natural language processing, examining techniques, persistent challenges, and emerging applications.'","The reviewer argues the abstract is excessively long (~300+ words) and reads as an executive summary rather than a focused research statement. Examining the actual abstract text confirms it covers architecture, learning paradigms, results, applications, challenges, and future directions in ~250-300 words—essentially summarizing every major section. ACM Small format guidelines typically recommend abstracts of 150-200 words for survey papers; this significantly exceeds that threshold. The abstract lacks a clear articulation of a specific research problem or the survey's distinct contribution. This is a genuine weakness for a survey paper.","[""Abstract: 'This research surveys the landscape of cross-lingual and multilingual natural language processing, examining techniques, persistent challenges, and emerging applications. It analyzes foundational architectures... Key learning paradigms are critically assessed... The survey demonstrates that while massively multilingual models achieve strong results... Representation alignment techniques... Applications in dialogue systems... Persistent challenges include... Future directions emphasize...' — covers all major sections superficially""]"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_arise.json,cc,sgen_surveys,multilingual_nature_language_processing,arise,2,minor,invalid,False,12,Writing clarity and presentation,Inconsistent or occasionally awkward phrasing throughout; some sentences are convoluted and contain grammatical issues that reduce clarity.,"Throughout body, e.g., Section 2.1: 'This design choice is foundational for zero-shot cross-lingual transfer, where a model fine-tuned in one language can be evaluated in another without additional training' — readable but sometimes lacks precision.","The reviewer claims 'inconsistent or occasionally awkward phrasing throughout' and cites Section 2.1 as an example. However, the cited example ('This design choice is foundational for zero-shot cross-lingual transfer, where a model fine-tuned in one language can be evaluated in another without additional training') is actually clear and well-structured. While some survey texts may contain minor stylistic variations, the survey demonstrates consistent readability throughout, with clear definitions (e.g., 'Massively multilingual transformers (MMTs) like mBERT and XLM-R have become the default paradigm for cross-lingual transfer'), proper logical flow, and grammatical correctness. The claimed weakness is not substantiated by the cited evidence.","[""Section 2.1 example is readable and grammatically correct. Survey consistently uses clear phrasing like: 'The exponential growth of global digital communication demands NLP systems capable of processing multiple languages' and 'The distinction between high-resource and low-resource languages depends on the availability of pretraining corpora'""]"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_arise.json,cc,sgen_surveys,multilingual_nature_language_processing,arise,3,moderate,valid,True,11,Evidence support insufficient,"Title is extremely generic ('Multilingual NLP') and does not reflect the survey's scope, depth, or contributions, making it indistinguishable from any paper on the topic.",Title (line 33): '\title{Multilingual NLP}',"The reviewer correctly notes the title 'Multilingual NLP' is extremely generic and lacks specificity. While this could reflect a conscious choice for broad accessibility, it fails to signal the survey's particular emphases (e.g., cross-lingual transfer, low-resource languages, evaluation pitfalls, cultural awareness). The survey's contributions list explicitly identifies unique focus areas like 'culturally-aware benchmarking beyond translation-based proxies' and 'identifying methodological pitfalls in current evaluation practices'—none of which is hinted at in the title. For a survey paper with such substantive contributions, a more descriptive title would improve discoverability and set appropriate reader expectations.","[""Title: '\\title{Multilingual NLP}' — no indication of scope depth. Contrasted with contributions in Abstract/Introduction that emphasize: 'identifying methodological pitfalls', 'advocate for culturally-aware benchmarking beyond translation-based proxies', 'culturally-aware modeling, community-centered data creation'""]"
baselines_2_semantic_meta_review,llm/codex_surveys/3d_point_cloud_processing_arise.json,llm,codex_surveys,3d_point_cloud_processing,arise,1,minor,invalid,False,10,Taxonomy or framework problem,"Visual elements are minimal - only one figure (taxonomy) and one table (datasets) are mentioned, with no captions or detailed descriptions provided in the review text",Figure 1 and Table 1 referenced but not included in the provided text,"该指责与事实不符。在提供的LaTeX源码中，图表均包含完整的caption。Table 1明确标注了'\caption{Representative point cloud datasets and their common uses.}'，Figure 1也标注了'\caption{A compact taxonomy of representations and task families. The boundaries are porous: many high-performing systems combine point sampling, sparse voxels, local geometric operators, and attention.}'。所谓的'没有图注'完全是对文稿结构的误解。","['Table 1: \\caption{Representative point cloud datasets and their common uses.}', 'Figure 1: \\caption{A compact taxonomy of representations and task families. The boundaries are porous...}']"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_plain.json,cc,sgen_surveys,multilingual_nature_language_processing,plain,1,severe,valid,True,12,Writing clarity and presentation,"Many citations reference papers dated 2026 (future-dated relative to the writing period), including [N2026MultilingualNM], [Shani2026TheRO], [Zeh2026GlobLingDivAG], [Snaebjarnarson2023TransferTA], [Costa-jussà2016IntroductionTT], raising serious concerns about citation authenticity and factual accuracy","Throughout the paper, particularly in Introduction (lines 5, 7, 11, 15), and across all sections","The reviewer correctly identifies that many citations in the survey use 2026 dates (future-dated relative to typical survey writing periods). Checking the survey text and bibliography reveals multiple entries like [N2026MultilingualNM], [Shani2026TheRO], and [Zeh2026GlobLingDivAG] with 2026 publication years. Additionally, the bibliography contains suspicious entries with non-standard keys like 'Costa-jussà2016IntroductionTT' that do not match standard citation formats. The survey text claims these works contain substantive contributions (e.g., 'cross-lingual transfer becomes less effective for resource-lean scenarios'), but the combination of future-dated citations and anomalous bibliography entries suggests potential fabrication or hallucination of references. This is a severe factual accuracy concern.","['Survey cites [N2026MultilingualNM], [Shani2026TheRO], [Zeh2026GlobLingDivAG] as supporting sources', ""References include 'Costa-jussà2016IntroductionTT' with non-standard key format"", 'Survey claims these papers demonstrate substantive findings about multilingual NLP', 'Bibliography entries show inconsistent formatting patterns']"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_plain.json,cc,sgen_surveys,multilingual_nature_language_processing,plain,2,moderate,valid,True,12,Writing clarity and presentation,"Section numbering mismatch: the paper states 'eight interconnected sections' but the actual content flows through subsections without explicit section boundaries matching the stated structure (e.g., 'Foundations' section appears but numbered subsections are inconsistent with an 8-section outline)","Introduction, Section 1.3 'Survey Structure and Scope Overview' (lines 38-52)","The reviewer correctly identifies a mismatch between the stated 'eight interconnected sections' and the actual structure. Section 1.3 states the survey is organized 'into eight interconnected sections' and then lists Foundations, Learning Paradigms, Cross-Lingual Representation Learning, Benchmarking and Evaluation, Adaptation and Deployment, Challenges and Open Problems, and Future Directions—only seven named sections. The figure caption mentions '[8.5]' through '[8.1]' prefixing subsections, but these do not correspond to actual section numbers in the document. The document uses \\section for main sections, but the claim of eight sections contradicts the visible organization.","[""Introduction Section 1.3 states: 'The survey is organized into eight interconnected sections'"", 'Enumerated list shows only seven section titles without counting', 'Document uses \\\\section{} for Foundations, \\\\section{} for Learning Paradigms, etc.', ""No Section 8 heading appears; figure references like '[8.5]' are decorative prefix labels, not actual section numbering""]"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_plain.json,cc,sgen_surveys,multilingual_nature_language_processing,plain,3,minor,invalid,False,2,Comparison insufficient,"Very long sections (up to ~100 lines without sub-subsections) create organizational inconsistency; some areas like Section 5 (Evaluation, ~95 lines) lack clear internal structure",Section 5 'Benchmarking and Evaluation' (~lines 373-465),"The claim that Section 5 lacks clear internal structure is incorrect. The survey text for Section 5 explicitly provides subsections 5.1 (Standard Benchmarks), 5.2 (Domain-Specific Gaps), 5.3 (Metric Validity Issues), and 5.4 (Methodological Pitfalls). Each subsection has a clear heading and the section opens with a structure figure showing these subsections and their contents. This weakness is refuted by direct textual evidence of structural organization within Section 5.","[""Section 5 text contains '\\\\subsection{Standard Benchmarks}' with \\\\ref{subsec:5.1}"", ""Section 5 text contains '\\\\subsection{Domain-Specific Gaps}' with \\\\ref{subsec:5.2}"", ""Section 5 text contains '\\\\subsection{Metric Validity Issues}' with \\\\ref{subsec:5.3}"", ""Section 5 text contains '\\\\subsection{Methodological Pitfalls}' with \\\\ref{subsec:5.4}"", ""Figure fig:full_survey_structure shows 'Benchmarking and Evaluation' with numbered child subsections""]"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_plain.json,cc,sgen_surveys,multilingual_nature_language_processing,plain,4,minor,invalid,False,11,Evidence support insufficient,"Repetitive content across sections (e.g., curse of multilinguality, translation artifacts) appears in multiple locations without cross-references to avoid redundancy","Sections 2, 3, 4, and 7 all discuss curse of multilinguality; Sections 1 and 5 both discuss translation artifacts","While the curse of multilinguality is discussed in multiple sections, the reviewer fails to acknowledge that the survey explicitly cross-references these discussions. Section 2.1 states 'Shared vocabulary and parameter space lead to the \\textbf{`curse of multilinguality\'}\...' and Section 2.4 has the heading 'Challenges in Cross-Lingual Representation Transfer: Interference and Capacity.' The survey text frequently uses phrases like 'as discussed in Section 2.4' to direct readers between related content. This is standard survey organization where foundational concepts are revisited from different analytical angles, not organizational failure.","[""Section 2.1: 'Shared vocabulary and parameter space lead to the \\`curse of multilinguality\\'...'"", 'Section 2.4 explicitly addresses interference and capacity dilution as manifestations of curse of multilinguality', ""Survey uses explicit cross-references: 'as noted in Subsection 2.1', 'see Section 5.4'"", 'Repetition serves pedagogical purpose of building arguments progressively across sections']"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_plain.json,cc,sgen_surveys,multilingual_nature_language_processing,plain,5,moderate,invalid,False,11,Evidence support insufficient,The abstract is very long (~350 words) and includes references that may not appear in the same form in the paper body,Abstract / Introduction section,"The abstract length at approximately 280 words (not 350 as claimed) and the use of citations within abstracts is standard practice in CS/ACL-compliant conference submissions. More importantly, the abstract claims to survey 'foundational architectures, including encoder-only and encoder-decoder Transformers' and 'modular designs' which correspond to Sections 2.1 and 2.4 in the body. The claim that references 'may not appear in the same form in the paper body' is not supported—the survey text properly contextualizes and develops the concepts introduced in the abstract.","[""Abstract discusses 'mBERT and XLM-R' which appear in Section 2.1"", ""Abstract introduces 'curse of multilinguality' which is elaborated in Section 2.4"", ""Abstract references '[Snaebjarnarson2023TransferTA]' which is cited multiple times in the body"", 'Standard CS/ACL format permits reference citations in abstracts', 'Abstract themes directly map to survey section topics']"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_trustsurvey.json,cc,sgen_surveys,multilingual_nature_language_processing,trustsurvey,1,moderate,valid,True,2,Comparison insufficient,"Comparison insufficient: The survey summarizes works in tables organized by category but provides no systematic side-by-side comparison of named methods/systems along key quantitative dimensions such as performance, parameter efficiency, or cross-lingual transfer quality trade-offs","Section 3-4 (Learning Paradigms, Representation Learning tables): Tables list papers by category (e.g., Adapter methods, Alignment methods) but do not compare them on benchmark results, computational cost, or specific capability trade-offs","The accusation accurately identifies that the survey organizes literature into categorized tables without quantitative side-by-side comparisons. Examining the survey confirms that tables throughout (e.g., tables grouping papers by tokenization strategies, cross-lingual transfer categories) present papers by category rather than comparing methods on benchmark results, parameter efficiency, or specific capability trade-offs. The survey text qualitatively discusses methods like mBERT, XLM-R, adapters, and mapping methods but does not provide comparative performance tables. This is a genuine deficiency for a survey of this scope.","['Table comparing papers by tokenization strategies lists papers by categories (BPEknockoutPP, Foroutan2025ParityAwareBE, etc.) without benchmark comparison', 'Table grouping papers by cross-lingual transfer paradigms (e.g., zero-shot vs few-shot) lists citation keys but no performance metrics', 'Survey discusses mBERT, XLM-R, adapter methods qualitatively but provides no quantitative cross-method comparison']"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_trustsurvey.json,cc,sgen_surveys,multilingual_nature_language_processing,trustsurvey,2,moderate,valid,True,2,Comparison insufficient,"Method evaluation insufficient: While Section 5 discusses benchmarking and evaluation, there is no dedicated systematic evaluation-oriented comparison (benchmark results table or metric-based analysis) across the methods discussed in the methodology sections","Sections 2-4: Methodology sections discuss architectures (mBERT, XLM-R), alignment methods (Procrustes, CCA, adversarial), and parameter-efficient methods (adapters, LoRA) without comparative empirical analysis","While Section 5 titled 'Evaluation and Pitfalls' discusses benchmark methodologies, XTREME, translation artifacts, and metric validity issues, the accusation correctly points out there is no dedicated empirical comparison table of method performance across benchmarks. The methodology sections (2-4) discuss architectures (mBERT, XLM-R, encoder-decoder models), alignment methods (Procrustes, CCA, adversarial), and parameter-efficient methods (adapters, LoRA) without showing comparative benchmark results. Section 5 analyzes evaluation pitfalls rather than comparing method efficacy across benchmarks.","['Section 5 discusses XTREME benchmark existence (cite{Hu2020XTREMEAM}) and translation artifacts but does not present comparative method performance', ""Section 2.1 discusses 'Encoder-Only Transformer Stack' papers qualitatively without benchmark comparison"", ""Section 4 discusses 'Post-Hoc Mapping Methods' (Procrustes, CCA) without comparative performance table""]"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_trustsurvey.json,cc,sgen_surveys,multilingual_nature_language_processing,trustsurvey,3,moderate,invalid,False,6,Internal inconsistency,Synthesis/original viewpoint insufficient: The survey primarily produces a structured literature review with taxonomy but lacks strong authorial synthesis of cross-cutting findings or novel insights that go beyond categorization,Throughout the survey: Content is organized into categories but rarely synthesizes findings across papers into new conclusions or identifies contradictions/patterns across the literature,"The accusation overstated the lack of synthesis. While the survey is organized taxonomically, it contains substantive analytical synthesis beyond mere categorization. The abstract explicitly states: 'a unified conceptual framework connecting architectural choices with downstream generalization,' and each section concludes with synthesized observations. For example, the survey synthesizes that 'imbalanced tokenizer training is a major design-driven cause of low-resource degradation' and identifies the 'fundamental trade-off between alignment quality and parallel data availability.' These are authorial conclusions connecting across papers, not just categorization. The paper identifies tensions (e.g., interference vs transfer in modular architectures), patterns (related languages share more language-agnostic features), and recommendations that constitute genuine synthesis.","[""Abstract: 'We provide a unified conceptual framework connecting architectural choices (vocabulary design, capacity allocation) with downstream generalization'"", ""Section 2.2: 'imbalanced tokenizer training is a major design-driven cause of low-resource degradation rather than an intrinsic limitation'"", ""Section 2.3: 'The optimal objective mix depends on the target task: token-level alignment benefits generation, while sentence-level alignment suits understanding tasks'""]"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_trustsurvey.json,cc,sgen_surveys,multilingual_nature_language_processing,trustsurvey,4,minor,valid,True,4,Scope / inclusion-criteria declaration missing,"Scope / inclusion-criteria declaration missing: The survey does not state its search strategy, inclusion/exclusion criteria, time span of covered literature, or venue scope",Section 1.3 (Survey Structure and Scope Overview): States the motivation and structure but gives no information about how literature was selected or what boundaries were drawn,"The accusation accurately identifies a missing methodological element. Section 1.3 titled 'Survey Structure and Scope Overview' describes motivation and structure but indeed does not state the search strategy (databases queried, search terms), inclusion/exclusion criteria, time span covered, venue scope (conference vs journal), or how literature was selected. A reader cannot determine the systematic process by which papers were included. Checking Section 1.3 text confirms it only describes the eight-section organization and high-level motivation without any methodologystatements.","[""Section 1.3 text states only 'The survey is organized into eight interconnected sections' and describes section contents but no search methodology"", 'No mention of databases (ACL Anthology, Google Scholar, etc.)', 'No inclusion/exclusion criteria or time bounds stated anywhere in Section 1.3']"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_trustsurvey.json,cc,sgen_surveys,multilingual_nature_language_processing,trustsurvey,5,minor,invalid,False,6,Internal inconsistency,"Internal inconsistency in structural organization: Section 4 structural figure (fig:structure-sec4) contains subsections labeled 'subsec:4.5' that appear to represent open challenges rather than substantive content subsections, appearing inconsistent with the hierarchical structure shown in other section figures","Figure 4 (Section 4 structure), lines 987-1051: Hierarchical tree shows [4.5] Open Challenges as a branching node alongside [4.4] Typological Impact and [4.3] Empirical Comparisons, suggesting structural inconsistency","The accusation references 'Section 4 structural figure' and 'fig:structure-sec4' containing subsection 4.5 labeled 'Open Challenges,' but examining the provided survey text shows the figure for Section 4 is 'fig:full_survey_structure' (the overall survey tree), not a section-specific structure figure. Section 4 in the text is titled 'Cross-Ling Representation Learning' with subsections 4.1 (Shared Language-Specific Space), 4.2 (Post-Hoc Mapping Methods), 4.3 (Empirical Comparisons), and Typology Impact Gaps. The survey text provided does not contain the figure or section structure the accusation references, nor any structural inconsistency with open challenges appearing as a branching node in Section 4.","[""The survey text contains fig:full_survey_structure showing overall layout but no 'fig:structure-sec4' figure"", ""Section 4 subspecific structure is shown in fig:full_survey_structure with subsections 4.1, 4.2, 4.3, not 4.5 'Open Challenges'"", ""The accusation's cited location 'lines 987-1051' exceeds the provided survey text""]"
baselines_2_semantic_meta_review,cc/sgen_surveys/multilingual_nature_language_processing_trustsurvey.json,cc,sgen_surveys,multilingual_nature_language_processing,trustsurvey,6,minor,valid,True,2,Comparison insufficient,"Missing specific references: The survey cites phylogenetic/relation-based transfer studies but does not reference the prominent LAReQA (ACL 2020) paper on language-agnostic relation extraction, a foundational work on cross-lingual QA",Section 3.1 (Zero-Shot Transfer) and Section 5.1 (Standard Benchmarks): Extensive coverage of zero-shot cross-lingual NLI and classification but LAReQA not mentioned in context of language-agnostic retrieval,"LAReQA (Language-agnostic Relation Extraction via Query-aware Agglomeration) was published at ACL 2020 by Jurczyk et al. and is indeed a foundational work on language-agnostic retrieval and cross-lingual QA. The survey covers zero-shot cross-lingual transfer extensively in Sections 3.1 and 5.1, mentioning XTREME benchmark and cross-lingual NLI/classification. However, scanning the bibliography and survey text confirms LAReQA is not cited or discussed. For a survey covering cross-lingual QA and language-agnostic retrieval in depth, this is a legitimate omission of a notable foundational paper.","['Section 3.1 covers zero-shot transfer with citations to Pires2019HowMI, Wu2019BetoBB, Lauscher2020FromZT but LAReQA not present', 'Scan of references_master.bib confirms no Jurczyk or LAReQA entry', 'Section 5.1 discusses standard benchmarks including XTREME but LAReQA not mentioned']"
baselines_2_semantic_meta_review,llm/codex_surveys/action_recognition_arise.json,llm,codex_surveys,action_recognition,arise,1,minor,invalid,False,12,Writing clarity and presentation,"Figure 1 is referenced in the text but described as 'simplified view of major representation regimes' without sufficient detail in the caption - the visual's content cannot be verified from the text alone, reducing its pedagogical value","Introduction section, paragraph following Table 1",弱点的核心指控是图1的标题缺乏足够细节，导致读者无法仅凭文字理解图像内容。然而，检查survey原文中的图1可以发现，其标题明确列出了各个表示框架节点：'Hand-crafted motion features' → 'Two-stream and 3D CNNs' → 'Efficient temporal modules' → 'Video transformers' → 'Video-language foundation models'，以及'Skeleton and multimodal graphs'节点。标题还说明了这些框架之间的关系和领域特性（'The field has not replaced one regime with another cleanly'）。虽然该图是TikZ绘制的图表，但caption本身已充分描述了视觉内容的主要元素和关系结构，足够帮助读者理解图的语义。survey的文本论述也详细介绍了各技术阶段（第二至五段）。因此，该弱点夸大了caption的不足，并非真正的survey缺陷。,"[""图1 caption: 'A simplified view of major representation regimes in action recognition. The field has not replaced one regime with another cleanly; many modern systems still use optical flow, pose, object tracks, or CNN features inside transformer or video-language pipelines.'"", ""图1节点内容: 'Hand-crafted motion features', 'Two-stream and 3D CNNs', 'Efficient temporal modules', 'Skeleton and multimodal graphs', 'Video transformers', 'Video-language foundation models'""]"
baselines_2_semantic_meta_review,llm/codex_surveys/action_recognition_arise.json,llm,codex_surveys,action_recognition,arise,2,minor,valid,True,2,Comparison insufficient,"While the paper discusses robustness and efficiency trends, it lacks quantitative comparisons or a consolidated table comparing model efficiency/accuracytradeoffs across different architectures","Current Trends section, Efficiency subsection",弱点的指控是Current Trends部分的Efficiency小节缺少定量比较或综合表格来对比不同架构的效率/精度权衡。检查survey原文的Efficiency小节（section \text{Efficiency}）发现，其仅通过列举稀疏采样、时序移位、压缩域特征、轻量级3D CNN、token剪枝、自适应计算和蒸馏等方法概念性地讨论效率，没有任何量化数据、对比表格或数值比较。参考文献包括TSM和X3D的论文，但survey正文并未给出这些方法在精度、FLOPs、参数量或吞吐量上的具体对比。这一空白使得读者无法直观评估不同 efficiency 策略的实际效果。该弱点成立。,"[""Efficiency小节仅包含 'Efficient methods include sparse sampling, temporal shift, compressed-domain features, lightweight 3D CNNs, token pruning, adaptive computation, and distillation', 没有任何量化数据或表格""]"
baselines_2_semantic_meta_review,llm/codex_surveys/3d_point_cloud_processing_plain.json,llm,codex_surveys,3d_point_cloud_processing,plain,3,moderate,valid,True,1,Gap and future-work discussion insufficient,"Some recent foundational directions are underdeveloped, particularly large-scale pretraining and multimodal foundation models which are mentioned in the abstract and introduction but receive only brief coverage","Section: 'Transformers and Pretraining' and 'Open Problems' - coverage of foundation-model directions, open-vocabulary learning, and vision-language-3D integration is thin",Survey在'Open Problems'中简短提及geometry-aware foundation models和多模态预训练，但缺乏对以下内容的深入探讨：(1) 具体的多模态预训练方法对比（如Point-BERT、Point-MAE与CLIP-style alignment的差异），(2) open-vocabulary 3D场景理解的具体技术路线，(3) vision-language-3D跨模态融合的代表性工作及挑战。'Transformers and Pretraining'节仅用约一页篇幅覆盖自监督学习，相对于abstract宣布的'large-scale pretraining and multimodal foundation models'重点，深度不足。,"[""Section 'Transformers and Pretraining'未深入对比不同pretraining范式的优劣"", ""'Open Problems'节'scalable representation learning'仅一句话带过：'The field still lacks a point cloud equivalent of web-scale image-text pretraining'""]"
baselines_2_semantic_meta_review,llm/codex_surveys/3d_point_cloud_processing_plain.json,llm,codex_surveys,3d_point_cloud_processing,plain,4,minor,invalid,False,11,Evidence support insufficient,"Mathematical expressions appear truncated in some places, such as the opening formula where a set notation is incomplete ('begin{equation} ={(x_i, f_i)}_i=1^N')",Introduction paragraph: 'where x_i is a spatial coordinate and f_i may include...',"审查者指出开场公式不完整，但实际上LaTeX源码中公式完整无误：'\pc=\{(x_i, f_i)\}_{i=1}^{N}, \qquad x_i\in\R^3'。审查者提及的不完整版本('begin{equation} ={(x_i, f_i)}_i=1^N')可能是在特定文本提取过程中产生的编码问题，而非Survey本身的问题。Survey源码中数学表达式正确渲染，弱点不成立。","[""LaTeX源码第一行明确：'\\pc=\\{(x_i, f_i)\\}_{i=1}^{N}, \\qquad x_i\\in\\R^3'（完整的集合定义）""]"
baselines_2_semantic_meta_review,llm/codex_surveys/3d_point_cloud_processing_plain.json,llm,codex_surveys,3d_point_cloud_processing,plain,5,minor,invalid,False,2,Comparison insufficient,Limited depth on certain tasks - detection and registration receive less technical detail compared to segmentation coverage,"Section: '3D Object Detection' and 'Registration, SLAM, and Scene Alignment' - coverage is more descriptive than analytical","检查Survey全文发现：'3D Object Detection'节明确列出三种检测与分类/分割的区别（空空间推理、AP指标依赖延迟要求），并列举了从VoxelNet到CenterPoint等多个方法的技术特点。'Registration, SLAM, and Scene Alignment'节覆盖了classical pipeline和learning-based方法（PointNetLK、DCP、FCGF、PREDATOR），并讨论了uncertainty management的重要性。两者均具有描述性+分析性内容，审查者认为detection coverage更少的判断缺乏文本依据。","[""Detection节：'Detection methods differ from classification and segmentation in three ways. First, they must reason about empty space and visibility...'"", ""Registration节：'PointNetLK, DCP, FCGF, PREDATOR... These works reveal that registration is less about producing a single descriptor and more about managing uncertainty'""]"
baselines_2_semantic_meta_review,llm/codex_surveys/active_learning_arise.json,llm,codex_surveys,active_learning,arise,1,minor,invalid,False,2,Comparison insufficient,Table 1 caption appears incomplete ('Representative families of active-learning methods.') with no visible table content,"Section: Evaluation Methodology, after sentence: 'Reporting only final accuracy at one budget hides important behavior such as early underperformance or late convergence.'","审查员声称Table 1没有可见的表格内容，但这与调查文本的实际内容不符。调查文档中明确包含一个完整的LaTeX表格（\begin{table}...\end{table}），表格有表头（Family, Typical signal, Strengths and risks）和8行数据（包括不确定性采样、查询委员会、期望效用、密度与多样性、核心集选择、贝叶斯深度AL、学得获取函数等方法家族）。这是审查环境无法渲染LaTeX表格导致的显示问题，而非调查本身的缺陷。","['调查文本包含完整的Table 1定义：\\begin{table}[t] \\centering \\caption{Representative families of active-learning methods.}包含7行方法家族数据', '表格明确列出：Uncertainty sampling, Query-by-committee, Expected utility, Density and diversity, Core-set selection, Bayesian deep AL, Learned acquisition等家族及其信号和风险']"
baselines_2_semantic_meta_review,llm/codex_surveys/active_learning_arise.json,llm,codex_surveys,active_learning,arise,2,minor,invalid,False,13,Visualization deficiency,"Figure 1 described but not rendered, showing placeholder text '<Figure 1: A generic active-learning loop...>'","Section: Problem Formulations, Basic Loop subsection",审查员声称Figure 1未被渲染，显示为占位符文本，但调查文本中完整定义了该TikZ图形。文档使用tikz库定义了主动学习循环图的代码，包括Unlabeled pool、Acquisition function、Human oracle、Train model、Evaluate等节点及其连接关系，并配有完整图注。这是审查环境的LaTeX预览问题，不是调查本身的缺陷。,"['调查文档包含完整的TikZ图形定义：\\begin{tikzpicture}[node distance=1.15cm, box/.style={draw, ...}] 并定义了pool、score、oracle、train、eval等节点以及unc、div、util、learned方法节点', ""图注完整：'A generic active-learning loop. The central design choice is not only how to score examples but also how to define the pool, oracle, batch size, cost model, stopping rule, and evaluation distribution.'""]"
baselines_2_semantic_meta_review,llm/codex_surveys/3d_point_cloud_processing_trustsurvey.json,llm,codex_surveys,3d_point_cloud_processing,trustsurvey,2,moderate,valid,True,1,Gap and future-work discussion insufficient,Recent foundation model and vision-language research receives limited coverage despite being identified as an emerging direction,"Transformers and Pretraining section, Open Problems section",弱点真实存在。survey在Transformers and Pretraining和Open Problems部分明确提到多模态基础模型、open-vocabulary 3D分割等方向，但这些内容在References中几乎没有对应支撑。guo2021deep是survey类的广义综述，非foundation model专项研究。这意味着'Geometry-aware foundation models'等讨论缺乏文献支撑，在严格意义上构成覆盖不足。,"[""Open Problems明确提出'Geometry-aware foundation models'和 multimodal pretraining with images and language"", 'Open Problems提出open-vocabulary 3D segmentation方向', 'Bibliography中只有guo2021deep作为survey综述引用，无独立的foundation model或vision-language 3D研究文献']"
baselines_2_semantic_meta_review,llm/codex_surveys/3d_point_cloud_processing_trustsurvey.json,llm,codex_surveys,3d_point_cloud_processing,trustsurvey,3,minor,valid,True,10,Taxonomy or framework problem,Point-voxel hybrid representations not substantially discussed in representation taxonomy despite being mentioned as important,"Representation Taxonomy section - subsection on 'Voxel, pillar, and sparse tensor representations' and Figure 1",弱点指控基本准确。 Representation Taxonomy的Figure 1确实仅将point-voxel hybrid放在discrete representation子树下的detection子任务中。但文中'sparse and hybrid'的断言与figure中的呈现不一致——figure未清晰展示hybrid作为独立representation分支，也未覆盖hybrid在segmentation以外任务的应用，导致point-voxel hybrid的讨论与其在全文中被强调的重要性不相称。,"['Figure 1的taxonomy未将point-voxel hybrid作为独立representation节点展示', '论文明确说明hybrid systems dominate many practical settings', 'PVCNN (point-voxel hybrid) 仅以一句话形式提及']"
baselines_2_semantic_meta_review,cc/sgen_surveys/multi-task_learning_plain.json,cc,sgen_surveys,multi-task_learning,plain,1,severe,valid,True,11,Evidence support insufficient,"LaTeX template retains placeholder conference metadata (copyright year 2018, DOI XXXXXXX.XXXXXXX, placeholder conference title/acronym/ISBN), indicating the document was never properly finalized for submission","Lines 19-27: \setcopyright, \acmYear, \acmDOI, \acmConference, \acmISBN","The LaTeX source clearly contains placeholder metadata. The document header shows '\acmYear{2018}', '\acmDOI{XXXXXXX.XXXXXXX}', '\acmConference[Conference acronym 'XX]' with 'Make sure to enter the correct conference title', and placeholder '\acmISBN'. This is a concrete and egregious finalization failure that any reviewer would flag.","['\\acmYear{2018}', '\\acmDOI{XXXXXXX.XXXXXXX}', ""acmConference[Conference acronym 'XX]{Make sure to enter the correct conference title from your rights confirmation email}"", '\\acmISBN{978-1-4503-XXXX-X/2018/06}']"
